Age,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,ratio_years_company,BadLiveLevel,ratio_mincome_x_level
33,2,3,2,0,3,3,8.188966863648876,1,0,13,3,4,1,2,3,5,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2,0,1.0373007988802834
43,14,2,2,0,3,1,9.750336373041954,6,0,24,4,3,1,3,3,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2727272727272727,0,1.011360133161117
29,18,1,3,0,2,4,7.779048644925556,1,1,13,3,3,0,3,2,4,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0.9853762395509743
29,1,3,4,1,2,4,9.688126141663973,3,0,14,3,2,2,2,2,7,1,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,0,1.0049073354848879
55,2,1,3,0,3,4,8.548885638148727,4,0,16,3,3,0,3,2,9,7,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0,0.9963464630575796
35,25,4,4,1,3,2,7.612336837167746,1,1,19,3,1,1,3,2,10,7,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0.9642587659734957
37,13,3,1,0,3,4,8.363109176033522,1,0,17,3,1,0,2,3,10,3,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.1,0,0.9746947848409648
57,1,4,4,0,3,3,8.81818627792769,2,0,11,3,3,0,2,3,3,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.13333333333333333,0,1.027732628611786
24,22,1,4,0,1,3,7.349873704738337,1,0,11,3,3,1,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0.9310124210463732
47,3,3,4,1,3,3,9.530320210727126,9,1,12,3,4,2,2,2,22,11,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.32142857142857145,0,0.9885388102135785
38,14,3,3,0,3,2,9.202812105555392,0,0,11,3,4,1,3,3,9,7,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,1.0725595919352118
36,1,4,4,1,2,3,8.383661798791715,0,0,15,3,3,0,6,3,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.9770901301360643
30,29,4,3,0,3,2,9.132486932771318,3,0,12,3,2,1,3,3,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.3333333333333333,0,0.9959379879440875
31,20,3,3,0,4,4,7.934513463882263,0,0,12,3,1,1,4,3,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1.0050690510602536
39,19,4,4,0,3,4,8.269500767180615,8,0,14,3,2,3,2,3,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.1428571428571428,0,0.9637850112142307
45,25,3,2,1,3,2,9.801565562810744,3,0,22,4,3,0,4,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13636363636363635,0,0.9940025546369924
29,8,4,2,0,1,1,7.659171367666058,1,1,11,3,4,0,4,2,7,0,7,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.14285714285714285,0,0.9701913209233439
36,6,3,4,0,3,4,8.074337694089515,0,0,11,3,3,1,4,3,15,10,11,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,1.0227806608532592
42,2,1,2,0,3,4,7.830425617820331,5,1,14,3,4,0,2,3,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.625,0,0.9918841881011597
26,29,2,1,0,3,3,8.36799688505411,5,0,12,3,1,2,5,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.625,0,0.9752644323717946
45,2,3,2,1,2,3,7.729735331385051,1,0,14,3,4,0,3,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0.9791296958315133
34,23,4,2,0,3,3,8.427049641563272,0,0,20,4,3,0,2,3,9,8,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.9821468504520119
52,3,4,3,0,2,1,9.732521279780308,1,0,11,3,1,0,3,4,34,1,16,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.029411764705882353,0,1.009512250749266
36,24,4,2,1,3,2,8.643825842349603,7,0,15,3,3,1,3,3,9,0,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6363636363636364,0,1.0074114533570628
40,1,2,2,0,1,4,8.917042560738766,2,1,22,4,3,3,2,2,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3333333333333333,0,1.0392540258907843
38,2,2,4,0,3,4,7.440146680662688,1,1,23,4,3,1,3,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0.9424473470392115
35,28,3,2,0,4,3,8.133880887949207,1,0,17,3,4,2,3,2,10,6,8,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.1,0,0.947978929262505
32,2,4,1,1,4,4,8.528330935826693,7,0,16,3,3,0,0,2,7,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.7,0,0.9939508753956776
29,7,3,2,1,3,3,8.113726085970747,3,1,13,3,1,2,2,3,7,7,7,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3,0,1.0277700094542874
40,22,2,3,0,2,3,8.761080103868347,2,1,12,3,1,2,6,3,6,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0,1.0210770787598993
45,20,3,4,1,3,3,8.486940148245216,8,0,15,3,3,0,3,3,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0,0.9891269057515003
33,25,3,1,0,2,2,7.746732907753622,4,1,20,4,2,0,0,3,2,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.8,0,0.9812827878930303
30,1,3,3,0,3,3,7.632885505395133,0,0,21,4,1,1,3,4,5,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.9668616767341698
25,19,2,3,0,2,2,7.789040401657477,1,1,18,3,3,3,2,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0,0.9866419007036952
46,1,3,3,0,2,1,9.27556615689389,2,1,13,3,3,1,5,2,10,9,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.09523809523809523,0,1.011541408528013
31,20,3,2,0,3,3,8.342363500380579,1,0,11,3,1,1,2,3,10,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.9722769398216898
45,20,2,3,0,3,4,9.510222717509283,0,1,14,3,2,0,2,3,20,4,10,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.986454184346393
39,22,3,4,1,3,1,9.294773427951013,1,1,13,3,3,0,2,3,21,2,8,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.047619047619047616,0,1.0136360461695828
29,7,3,3,0,3,4,8.798454696065095,1,1,11,3,2,2,2,3,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,1.0254329731208294
50,7,2,2,1,2,3,9.838468916161679,5,1,12,3,4,1,2,2,27,13,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1724137931034483,0,0.9977450208043035
30,27,5,3,0,3,4,8.576405051048084,7,0,23,4,4,1,2,2,8,7,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0.9995537664264936
35,8,1,4,0,4,4,7.727535110475448,1,0,19,3,4,0,2,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0.9788509926757617
39,9,3,4,0,3,4,9.874676470682008,2,0,13,3,3,0,3,2,6,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.09523809523809523,0,1.0014169241813435
36,16,4,3,1,4,1,7.917171988845776,1,0,16,3,3,0,1,3,17,15,14,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.05555555555555555,0,1.0028723971711089
29,14,1,3,1,3,4,8.929832503272403,0,1,12,3,1,0,1,3,8,7,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.9738376283981188
27,3,3,4,0,3,4,7.442492722794441,1,0,11,3,3,3,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0.942744521446923
24,17,1,4,1,2,3,8.384347278082808,1,0,15,3,2,2,6,3,4,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0.9771700206499966
39,10,5,2,0,3,1,8.59007183682881,2,0,13,3,4,3,3,3,7,7,7,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.2,0,1.0011465884913051
54,17,3,3,1,3,3,9.281730368062856,8,0,11,3,3,1,2,3,10,0,8,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.36363636363636365,0,1.0122136429493789
31,4,3,1,1,4,3,8.288785810426928,8,0,12,3,2,1,0,2,2,2,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0,1.0499449180909606
38,2,4,4,0,3,3,8.787830829258759,9,0,14,3,2,0,3,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6428571428571429,0,1.0241947939516927
46,1,2,4,1,3,1,8.138564737261632,6,0,12,3,3,0,3,4,7,5,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6,0,1.0309163346569836
36,3,4,1,0,2,4,9.179881164491475,4,0,11,3,1,1,2,3,13,1,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0,1.0011065379926125
25,3,3,1,0,3,1,8.302017809751204,5,0,13,3,3,1,5,3,2,0,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8333333333333334,0,1.051621022500515
55,20,2,2,0,3,4,8.59711281459211,3,1,19,3,4,1,4,3,10,0,8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.25,0,1.0019671929054788
21,5,1,3,0,3,4,8.044947049617722,1,0,18,3,3,0,2,3,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3333333333333333,0,1.0190577322472676
58,7,4,3,1,2,1,9.211239967219019,7,1,14,3,4,0,0,2,10,5,9,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.22580645161290322,0,1.0045263537692695
48,20,4,4,0,3,3,7.723120092266331,4,0,17,3,1,2,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3076923076923077,0,0.9782917399651766
50,1,2,4,0,3,4,9.764225485202621,9,0,22,4,3,1,1,2,5,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.28125,0,1.0128007905689105
59,25,3,1,1,3,1,8.940891067785461,7,0,11,3,4,0,3,2,21,7,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.25,0,0.9750436136430759
31,2,2,1,0,3,3,8.028781162487146,0,0,19,3,3,1,1,3,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1.0170099907049746
35,5,4,3,0,3,2,8.999125391527247,0,0,13,3,4,0,5,3,16,0,13,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0.9813943235475772
48,4,5,3,0,2,4,9.629248055780836,2,0,25,4,2,1,3,3,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.08695652173913043,0,0.9988001668190274
54,22,5,2,1,3,3,9.765776006660642,3,0,25,4,3,1,6,3,10,4,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.08333333333333333,0,1.012961619439655
31,7,2,2,1,3,1,8.36799688505411,1,0,12,3,2,1,5,1,13,3,12,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.07692307692307693,0,0.9752644323717946
35,27,3,3,0,3,4,8.668024081118821,1,1,18,3,4,0,2,3,10,7,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1,0,1.010231684043311
30,9,2,3,1,3,3,8.454466361507933,7,1,18,3,3,0,3,3,8,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7,0,0.9853421852712783
33,22,2,3,0,3,2,8.72371943690701,0,0,13,3,1,1,2,4,7,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,1.0167228073425474
38,8,3,4,1,2,2,7.665753431861699,1,1,16,3,3,1,3,3,20,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.05,0,0.8934201066422115
34,8,5,2,1,3,1,8.541300266759471,3,0,14,3,3,1,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.42857142857142855,0,0.9954624112320483
36,9,2,2,0,2,2,9.087946723762116,2,1,11,3,3,1,2,3,3,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.15384615384615385,0,1.0591723831548319
24,24,3,4,0,3,2,8.188133414510478,8,0,22,4,4,0,2,3,4,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.3333333333333333,0,1.0371952254335373
29,1,1,2,1,3,4,8.977020214210413,1,0,14,3,4,1,5,3,11,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.09090909090909091,0,0.9789836564442851
36,11,3,2,0,2,2,8.779557455883728,1,0,13,3,3,0,3,3,6,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,0,1.023230557599883
29,10,3,4,1,3,2,8.09925056179696,0,0,14,3,4,2,2,2,7,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1.0259363870890128
23,1,2,4,0,3,3,7.1098794630722715,1,0,22,4,4,1,2,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0.9006122224923946
50,2,4,1,0,3,1,9.793951665467821,1,0,11,3,4,1,3,3,31,14,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03225806451612903,0,1.0158841584119427
35,18,3,3,1,3,3,8.434246270595311,1,0,16,3,2,0,3,3,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.2,0,0.982985595545292
36,8,4,1,0,3,4,8.533066540572527,4,0,13,3,4,2,3,3,7,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0,0.9945027956386968
33,2,3,3,0,3,4,7.822845290279774,4,0,11,3,4,0,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,0,0.9909239839698549
39,1,3,4,0,3,4,8.77539495854551,1,1,15,3,4,1,2,3,9,5,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.1111111111111111,0,1.0227454312716149
20,21,3,3,0,4,4,7.893198869544609,1,0,17,3,4,0,2,3,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0,0.9998357093670417
39,6,3,4,0,4,3,9.016512874996026,2,0,11,3,1,1,3,3,7,7,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.18181818181818182,0,0.9832905053246532
19,2,3,2,0,2,4,7.005789019253503,1,0,22,4,3,0,3,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,0.8874270304740572
34,3,4,3,0,2,4,7.9996785794994505,3,0,17,3,4,3,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,1.0133235510007643
27,8,1,3,0,3,4,8.376320632534823,0,0,19,3,2,1,3,3,4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0.9762345396714858
34,26,1,1,1,2,3,7.615791072035833,1,0,20,4,3,3,2,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2,0,0.9646963157459942
35,4,4,4,0,2,4,7.773594467360194,1,0,13,3,2,1,2,4,2,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0.9846853559706659
60,16,4,1,0,3,1,8.595264726836392,8,0,14,3,4,0,1,3,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8,0,1.0017518039323694
44,29,4,4,0,3,4,8.421122722665503,1,0,25,4,2,0,3,3,20,13,17,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.05,0,0.981456086189794
45,11,2,4,1,3,4,9.77854771798028,3,0,13,3,2,1,4,4,9,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.11538461538461539,0,1.0142863737011218
43,27,3,4,0,4,2,8.492285555710053,5,0,12,3,3,1,0,3,6,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.625,0,1.0757223393296713
31,9,2,3,0,2,1,7.7501841622578365,0,1,22,4,1,0,0,3,3,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0.9817199601412478
50,8,2,2,0,3,3,8.824236617346639,3,1,14,3,1,1,4,3,4,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.16666666666666666,0,1.0284377771581026
45,2,2,2,0,1,3,8.799812469525556,0,0,13,3,1,0,3,3,8,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,1.025591217463101
26,17,4,2,1,3,3,7.91644286012226,0,1,11,3,2,1,2,2,7,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1.0027800380469383
27,5,2,4,1,3,4,7.77485576666552,0,1,14,3,3,0,3,2,5,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.9848451254261816
46,2,4,3,0,3,4,9.869361837806752,7,1,17,3,3,1,3,3,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2916666666666667,0,1.0008779532770418
31,5,3,4,1,3,2,7.933796874815411,1,0,11,3,3,1,5,2,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,1.0049782803410785
36,7,4,2,0,3,4,8.450839690866216,2,0,18,3,3,0,6,3,6,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.25,0,1.0704723695314493
59,3,3,3,1,4,1,7.890208213109961,4,1,20,4,1,3,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3333333333333333,0,0.9994568813218817
32,8,3,2,1,3,4,9.104868739033948,1,0,14,3,4,0,2,3,9,3,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1111111111111111,0,0.9929261020794888
49,28,2,1,0,2,1,8.36287583103188,3,0,20,4,1,0,2,3,4,1,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.15,0,0.9746675891950177
29,28,4,4,1,2,1,8.239065331769268,1,0,14,3,2,0,3,1,5,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0,1.043646798549014
28,1,4,4,0,3,3,7.675546002537848,0,1,11,3,3,0,2,2,4,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.9722655046533183
31,1,5,3,1,4,2,8.915566545710645,1,0,11,3,1,0,2,3,10,4,7,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.1,0,0.972281862791801
39,9,3,3,0,3,2,8.82217476094608,9,0,15,3,3,0,2,2,5,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,1.0281974741035311
36,6,4,1,0,4,1,8.623892810075294,3,1,13,3,4,1,3,3,3,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3333333333333333,0,1.0050883194370235
25,2,1,4,0,4,3,8.557759153162898,1,0,17,3,3,2,6,3,7,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14285714285714285,0,0.9973806440811045
52,8,4,3,0,2,2,8.505525386548555,2,0,15,3,1,0,3,2,8,7,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.18181818181818182,0,0.9912929584082328
48,16,4,3,1,3,3,8.770283819098399,8,0,14,3,3,1,2,3,8,7,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4444444444444444,0,1.0221497436082312
30,4,3,3,0,3,4,7.734558844354756,9,1,23,4,3,0,4,3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.0,0,0.9797406927912269
32,2,2,4,1,3,3,8.51699317141357,4,1,14,3,4,0,2,3,8,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4,0,0.9926294936448696
39,15,4,2,0,3,1,9.498672233269462,0,0,12,3,1,0,3,3,20,11,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.9852561026770098
37,1,2,3,1,2,1,8.27410200229233,2,0,14,3,1,1,2,2,3,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.11764705882352941,0,1.0480849122853155
39,9,2,1,0,3,1,8.54714026778419,1,0,25,4,4,1,3,3,10,7,9,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.1,0,0.9961430454821155
36,3,4,1,1,3,2,9.13550906135318,3,1,16,3,4,0,3,3,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0,1.0647156280687817
45,1,3,3,0,4,4,9.862821795810113,0,0,11,3,3,1,2,3,24,1,7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0,1.0002147104093149
33,1,3,1,0,4,1,8.303504798872783,1,0,22,4,1,1,5,3,9,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1111111111111111,0,0.9677480770616674
42,21,2,3,1,3,3,8.569026340056254,2,0,16,3,2,1,5,3,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0,0.9986938002379384
54,19,4,3,0,3,2,9.280425979542871,2,0,15,3,3,1,1,4,9,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.125,0,1.0120713936269703
33,10,5,4,0,4,3,9.033722518098907,0,1,14,3,4,2,3,3,9,0,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.9851672928252861
42,6,3,3,0,3,1,9.499196754655733,9,0,13,3,2,1,3,4,13,5,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0,1.0359293117593267
47,2,4,1,1,3,3,9.75091895389152,3,0,19,3,2,2,2,4,20,5,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.11538461538461539,0,1.011420561747686
51,3,3,4,1,3,2,9.527702598529375,3,0,18,3,3,0,6,3,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.14285714285714285,0,0.988267296645267
32,11,4,4,0,4,3,8.457018468380168,8,0,12,3,4,0,2,3,4,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.3333333333333333,0,0.9856396255182445
30,22,3,1,1,3,3,7.665284718471351,4,1,11,3,2,0,2,3,5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5714285714285714,0,0.9709657023294178
34,8,3,2,0,4,3,8.39049553837028,2,0,12,3,1,0,3,4,4,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3333333333333333,0,0.9778865815739191
43,2,3,2,0,3,4,8.17188200612782,0,0,13,3,2,0,5,3,9,1,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1.035136650868644
37,3,3,3,0,3,4,8.913146539151807,2,0,12,3,1,0,3,3,5,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0,0.9720179504007115
45,7,4,1,0,4,3,8.769507120030227,4,0,17,3,4,1,1,3,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4444444444444444,0,1.0220592217083966
50,3,3,1,0,3,2,9.809231816610408,1,0,11,3,3,1,2,3,32,10,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.03125,0,0.9947800096070714
55,8,1,4,0,2,2,9.516206114861593,1,1,15,3,4,1,3,3,33,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0,0.9870748162211782
32,2,3,3,1,3,2,7.771067086065406,1,0,13,3,3,1,4,3,8,0,7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.125,0,0.9843652112344847
